Latitude,Longitude,Velocity
52.17831,21.059313,17.355058699142624
52.179207,21.058426,14.017769281744169
52.189613,21.047371,15.136371413962223
52.194088,21.042648,20.407142956328208
52.195965,21.040676,20.168153131642622
52.196918,21.039659,15.487186308884421
52.200481,21.036478,16.318126174997193
52.212704,21.026651,14.192074481408028
52.220078,21.025133,13.91773453163692
52.226379,21.023521,16.7026075843605
52.227943,21.02313,17.914036337360336
52.247204,21.009743,17.06335634569883
52.248459,21.006788,18.689663886220846
52.251568,21.00263,14.507164562449386
52.256813,20.996817,18.051812515186242
52.258125,20.995922,17.64804257735879
52.261494,20.993399,18.427402605842797
52.267868,20.987373,14.20562617274941
52.269527,20.983273,17.639620084635588
52.270176,20.980337,16.916563336901955
52.270523,20.97879,17.617402293626828
52.271118,20.976017,20.76078783187171
52.271454,20.97451,15.59723671452244
52.27206,20.971861,18.212667059324737
52.272671,20.968845,14.379674123858614
52.273354,20.967142,20.38892429070281
52.274967,20.964237,17.76137241103052
52.275688,20.960798,15.3881924537485
52.262632,20.926629,21.94423069647702
52.266233,20.931357,14.516907050275224
52.267605,20.937584,18.213045306530272
52.266953,20.940116,24.211186862532603
52.26088,20.939896,17.795473915639572
52.248426,20.93914,14.801306933169526
52.250405,20.938264,20.246493960297375
52.257636,20.932969,14.086738249398229
52.259902,20.938016,15.862271885197186
52.261751,20.941884,14.1173275827058
52.262739,20.943876,14.080072840717287
52.263995,20.945171,16.705412141067242
52.266892,20.941267,16.448971488235056
52.26754,20.938793,23.68204040211812
52.267904,20.937143,15.646375139638984
52.268084,20.936062,20.29576541483121
52.26856,20.932801,15.258429654425685
52.265376,20.929935,14.227908639523093
52.26066,20.923941,14.72142265339553
52.26714,20.932013,15.862391487151454
52.267826,20.936667,17.031610217189634
52.266735,20.940962,21.409442108759784
52.266236,20.942625,14.840945384608009
52.265462,20.94478,21.20338009158638
52.261367,20.940837,14.938577471077071
52.259264,20.93646,17.67149878346374
52.248998,20.938802,14.482124888503407
52.246729,20.941843,17.455903169822374
52.24682,20.943562,15.94022865957585
52.246961,20.946553,18.48494550458667
52.242404,20.948254,16.065392808673128
52.245444,20.940572,14.951459356538633
52.173634,20.847923,16.873116565692552
52.173309,20.846077,20.828230951606002
52.173275,20.844065,20.327759988052033
52.173328,20.842014,22.798320093372133
52.173382,20.840044,21.898862463879247
52.173447,20.838425,15.00401774769435
52.192772,20.838703,18.496761340222424
52.192879,20.837141,15.81601834659848
52.1931,20.833208,13.95373444245454
52.193169,20.831917,14.366067021139354
52.193058,20.830101,20.21705260390141
52.193039,20.833719,15.921599945702427
52.173229,20.839912,21.553330295903443
52.173195,20.841436,16.93890186942914
52.173557,20.848246,21.049877225432954
52.17387,20.849979,19.568664233740922
52.173973,20.858187,20.065019599832674
52.174431,20.859989,20.660456465379674
52.174999,20.861984,15.366286742456703
52.185684,20.904238,14.505148461009318
52.186302,20.90654,21.36784437402782
52.186901,20.90876,21.29236474579986
52.187778,20.912235,18.102245377192958
52.190456,20.920515,21.00471426810793
52.191898,20.922909,20.703471470234263
52.19294,20.924397,18.35060823539659
52.19381,20.925718,17.576433880965627
52.194939,20.927729,16.016865502177165
52.198753,20.932627,15.911864086492752
52.199543,20.933855,16.22536174749431
52.205097,20.942154,14.692400528252925
52.207531,20.945768,15.153810485653944
52.208282,20.946926,15.336834570402704
52.212093,20.952585,14.424249181627241
52.214981,20.95727,23.282527880091035
52.219395,20.96945,14.419259183150883
52.212002,20.952028,19.157348860952926
52.208916,20.947416,14.807325585453885
52.208099,20.946268,15.6572496346887
52.206997,20.944654,19.742271469379062
52.206188,20.943386,16.713515574963928
52.202877,20.938387,17.600893420770124
52.201981,20.937044,17.939824142278763
52.198265,20.931494,15.999243695289211
52.192574,20.923046,25.4605820243467
52.191467,20.921267,19.402495478758702
52.190315,20.919479,19.695843680485165
52.189533,20.917931,19.27164254510978
52.188816,20.915461,25.98149341861335
52.188065,20.912682,22.848554310923312
52.187042,20.908894,19.8182850252021
52.185898,20.904617,21.389895480018414
52.184444,20.899084,20.94110868436394
52.184025,20.897476,20.516374676907986
52.18137,20.889244,20.593827777429425
52.181194,20.887064,24.30297794785979
52.180595,20.881844,19.168222546058345
52.178398,20.873728,22.56072071908362
52.176876,20.869585,21.324029421354453
52.176155,20.86729,22.275768696534225
52.175686,20.865633,19.135915803869253
52.173859,20.856379,14.872032794489186
52.173912,20.854315,22.942728190010634
52.173542,20.847921,18.977064360606782
52.173241,20.846243,18.943548444743836
52.17321,20.843426,20.869599555642885
52.17326,20.841476,19.705019915025936
52.173317,20.839708,21.840248267791527
52.173359,20.838455,13.931155658922203
52.192783,20.837013,17.113945602814816
52.239334,20.902874,14.85068696794556
52.239761,20.895546,14.677534541704308
52.24015,20.890059,15.044817394298216
52.2402854,20.8877852,13.919962011386648
52.2402812,20.8863894,15.510199816100302
52.2404377,20.8844904,16.287096116293608
52.2414897,20.878963,24.36019001720897
52.2417392,20.8774374,17.17767708099339
52.2420782,20.8752637,17.461520708556435
52.243195,20.868134,16.390990157478022
52.24353,20.866135,20.475132033229983
52.244099,20.862696,14.897576970760452
52.244804,20.858318,17.75879820843679
52.245266,20.856562,16.81392643756964
52.245693,20.855082,17.11655271277133
52.246296,20.85284,19.844960214571017
52.249397,20.832285,18.970384139559535
52.249733,20.830614,18.939806667586545
52.250134,20.828598,19.033877629475317
52.250835,20.825077,17.34488188114691
52.251141,20.82387,17.295615833738946
52.251476,20.822435,16.37446614302409
52.252323,20.817432,15.705450947047234
52.252491,20.815338,16.673781772721732
52.25272,20.811657,17.818412418752697
52.252983,20.807543,20.821857368898865
52.253128,20.805786,19.590156610276583
52.253624,20.800978,19.892604936962453
52.253807,20.799133,20.602241350672223
52.253941,20.797144,18.45989070839023
52.254093,20.795385,19.61884886553158
52.254636,20.7909989,23.221860777824535
52.255478,20.781717,18.30941096414892
52.255558,20.779478,20.74637025841965
52.25581,20.777758,19.316683520225453
52.256245,20.773746,20.383011693040416
52.256401,20.771666,21.070794584208
52.256508,20.770556,15.489367967194644
52.256527,20.766188,17.46129907776775
52.256454,20.764339,20.562094703767976
52.256393,20.762135,20.416855304888806
52.256489,20.760391,19.40866593978091
52.256718,20.757368,15.520600228321035
52.256893,20.755423,18.08345472357794
52.257034,20.753986,20.055784419576863
52.256111,20.750156,19.033640127668072
52.255238,20.748404,15.536605897500701
52.254608,20.746565,21.6008277034689
52.254078,20.744665,18.265687417655695
52.253719,20.743355,21.562054615381776
52.253017,20.740864,17.973849188544964
52.252022,20.738028,15.180415472112163
52.252018,20.736362,16.829677598971326
52.252312,20.734577,16.751800690171326
52.253757,20.728857,16.543212233302576
52.254047,20.727364,21.125356664038712
52.254436,20.725231,17.209164444337464
52.254898,20.722746,21.604990231136053
52.25523,20.720938,20.42640712685671
52.255558,20.719181,19.86107354070253
52.256023,20.717484,16.293479831462903
52.257042,20.713764,18.211350995331518
52.257519,20.711794,22.523201686035115
52.257858,20.70985,18.27309612554987
52.258675,20.705057,20.010378772153086
52.258862,20.703787,17.83050270452285
52.259006,20.702719,14.968754913350757
52.25938,20.700083,15.832867039675103
52.259636,20.69799,19.52561632588066
52.259789,20.696249,19.420552743989468
52.259972,20.694092,18.503607915376
52.260288,20.690315,21.05832844946069
52.260468,20.688257,19.12983325504288
52.260624,20.686453,16.76738247297688
52.260792,20.683853,17.215532949539014
52.260994,20.681467,19.005769907809036
52.261223,20.680294,16.600554920786216
52.262447,20.674753,14.051687188969554
52.262638,20.672564,20.34715542316409
52.26313,20.668009,21.212318093125763
52.263378,20.663561,21.52301785988408
52.26339,20.662088,20.460648929682137
52.263351,20.658974,21.628426038987378
52.263084,20.652401,22.151336379711054
52.262974,20.650078,21.535083155646166
52.262901,20.648024,19.032048511980957
52.262676,20.643057,19.40035970346727
52.262573,20.641138,17.795518084367462
52.262428,20.638582,25.86176138116539
52.262329,20.636805,19.77664424053144
52.2621,20.632555,21.497502783300032
52.261879,20.628628,19.00255244368205
52.261501,20.623177,21.660015517055374
52.26123,20.620939,20.8752626748892
52.26099,20.619036,21.31364156272097
52.260815,20.617241,20.040608295212262
52.260559,20.615416,17.064953998287542
52.260422,20.613867,15.70879825076771
52.260052,20.610447,20.68235952379966
52.259876,20.608675,19.787349038260373
52.259701,20.606873,20.118026661269464
52.259506,20.604525,18.700570549776632
52.259331,20.602858,18.625495403843342
52.258991,20.59931,18.859993538915155
52.258484,20.596962,19.06592417609709
52.258141,20.595312,18.726766484519807
52.257851,20.593798,17.12941381370331
52.257832,20.591898,16.24142739507753
52.257881,20.588087,14.655093867482883
52.257835,20.586926,16.13894276243441
52.257889,20.58857,14.482169295441217
52.257999,20.589916,15.006615093726037
52.257778,20.59203,18.168294431620883
52.257854,20.594051,18.7276878238855
52.258366,20.5965,19.858320608964256
52.258663,20.597897,19.83800318474053
52.259087,20.600237,18.87534678017608
52.259281,20.602348,21.414799070038928
52.259449,20.604004,18.49592316551565
52.25964,20.606108,19.563154291600025
52.259823,20.607946,20.52483860814609
52.260014,20.609961,18.742537379065443
52.260258,20.612474,21.5813658173974
52.260456,20.614449,18.380176309297504
52.260639,20.616184,19.386265386722272
52.260876,20.61813,18.153107594742632
52.261581,20.62396,21.049969871628214
52.261742,20.626299,21.71038942715767
52.261864,20.628387,19.367856151187404
52.261986,20.630484,21.219332576780563
52.28631,20.973916,14.681045923818942
52.28695,20.976265,20.810429087516333
52.287644,20.97665,17.23859807671576
52.2866,20.974503,15.899581793019067
52.286194,20.97299,14.506034576605167
52.285553,20.97114,18.130174313450663
52.27025,20.991204,23.75423744829726
52.27112,20.99489,21.166887503474747
52.25626,21.010232,15.045372249186252
52.25202,21.014397,14.57571064043377
52.24952,21.017144,16.31469047087012
52.23151,21.040581,16.08911609586028
52.229157,21.041802,23.197108433788607
52.189881,21.06014,18.746633999683976
52.18488,21.06077,16.292232525233953
52.18267,21.057274,17.570027072941492
52.16999,21.040001,14.132225067313298
52.16803,21.036416,14.881255046530114
52.15986,21.0403,20.82861991201398
52.157181,21.04285,17.124454807767854
52.15564,21.046967,18.91942867637465
52.146287,21.0383,17.294470626437764
52.14383,21.038163,16.349090546926657
52.14095,21.03564,18.420651528070497
52.14182,21.03281,14.139384675347594
52.14275,21.02492,22.41625093633917
52.215569,20.88118,14.244543837214767
52.2164129,20.8889882,18.440222941874886
52.216381,20.894699,20.4684970414339
52.220287,20.89731,14.552788183022473
52.227306,20.897137,19.80045061159586
52.2469994,20.9116852,15.96099522826602
52.2482344,20.9112449,14.569391876869409
52.254295,20.916124,14.38397106968386
52.255432,20.917566,20.4053749965207
52.256535,20.918894,19.182907289913686
52.260139,20.923403,16.703572480677355
52.262299,20.926126,18.876837061155783
52.264153,20.928848,17.48062763457372
52.268223,20.932514,17.151131521917762
52.27037,20.933712,14.26996946450769
52.27425,20.93693,17.377253245972497
52.2772557,20.9452104,17.849565743675026
52.277054,20.946943,17.62061060484757
52.276409,20.952572,15.169149726901852
52.275852,20.95796,17.997790504128073
52.2738,20.96566,16.672526496469377
52.272614,20.967873,18.59978269525136
52.274563,20.969423,17.91544239826279
52.275772,20.971497,26.676107453870692
52.285622,20.991968,21.8827604351517
52.289154,20.999741,22.265645329791354
52.292694,21.010731,27.368583048593898
52.293697,21.015627,25.111387531507088
52.291752,21.017839,23.378852601543493
52.292439,21.022882,16.053302182580662
52.293388,21.0268,21.57441602338114
52.296429,21.036026,20.70422955339719
52.296288,21.037661,14.027349058221297
52.296089,21.040489,19.341834038351763
52.293015,21.041758,14.281116288670782
52.292175,21.0446,17.474452938473636
52.305874,21.061728,18.46420222915526
52.306988,21.067217,27.251398096140903
52.307053,21.071697,14.353026883861679
52.306995,21.079271,21.544710738395352
52.234829,21.094837,19.44300712426803
52.237511,21.103355,16.166435488699346
52.237221,21.104452,15.76076822803944
52.2369345,21.1052886,14.03758885122076
52.2367302,21.1094514,16.726882194952534
52.23597,21.110231,24.817723638965003
52.2367444,21.1085492,16.838360565832936
52.2367727,21.1072029,14.963390400842371
52.2368637,21.1059012,14.499792818940715
52.235508,21.092159,19.528385988576183
52.235756,21.090662,15.328532994537973
52.235981,21.089302,19.14717733039557
52.2360782,21.0841827,16.39735561510501
52.2358569,21.0823142,17.423240448231592
52.23595,21.083067,14.048069466874594
52.235467,21.078878,17.719708249767542
52.2416236,21.0685832,14.559674324302694
52.2413654,21.0673129,18.005262184353136
52.2410331,21.0656674,18.653912484745316
52.2402599,21.0618729,15.368196647802957
52.2370607,21.0461547,16.184842240327033
52.236061,21.041142,15.814152221838548
52.235573,21.038715,22.923827154620454
52.235069,21.036215,21.79915607998749
52.234268,21.032337,16.423367073072555
52.233723,21.029682,16.218381789055975
52.232933,21.025694,19.641640345084124
52.232391,21.022942,15.216794580880443
52.2307299,21.015651,15.70404782858867
52.2304164,21.0140541,16.43951610202285
52.2301312,21.0121989,13.92460489080248
52.2288432,21.0065516,17.892154890893323
52.226563,20.9958682,17.922609260621915
52.226151,20.993568,15.830501242638947
52.225742,20.991703,17.12715854631968
52.223835,20.984638,15.004731272183731
52.2227517,20.9811472,17.658548602702066
52.2219872,20.9781297,17.29493335912556
52.2187475,20.9677994,16.912557756974334
52.217258,20.963324,22.265974832719543
52.2132294,20.9539704,25.783410717704115
52.2124817,20.9528479,14.987042145925534
52.184319,21.066746,17.153106025112102
52.186092,21.064808,14.593754946949872
52.188164,21.062515,16.052399384233084
52.189312,21.061237,21.21036594160822
52.190388,21.05994,18.72622580261146
52.191853,21.058102,16.32365925241808
52.194969,21.054422,15.300378781269444
52.2392,21.0329,17.237952234375605
52.243855,21.026016,20.074415631312455
52.244434,21.024828,14.68544448088729
52.245609,21.022848,17.056145802201982
52.24638,21.021574,16.547245553894612
52.248791,21.021072,19.475839811769454
52.249451,21.022598,18.474935646493783
52.250389,21.024778,17.580924309991577
52.25111,21.026461,20.345371039802334
52.251881,21.02825,21.64691184374377
52.252869,21.030611,15.590563683363825
52.254028,21.03347,16.324003113600863
52.255833,21.037647,18.284214391859418
52.256645,21.039427,21.740207000763274
52.257488,21.041349,23.321260859645456
52.258259,21.043104,21.300477992882016
52.259651,21.046181,25.018421709789298
52.175869,21.061842,14.002558410770355
52.168804,21.072109,17.245022084474023
52.168404,21.073853,19.88251998039746
52.167999,21.075649,15.737137249349823
52.166187,21.083519,19.404684191330503
52.167194,21.079914,17.59521539520704
52.167595,21.078196,19.603549035942393
52.167931,21.076738,16.625943581981296
52.16898,21.072048,18.051367901965577
52.16935,21.070421,18.54082736330233
52.16967,21.068935,16.890956416388754
52.173981,21.06385,15.059060131333974
52.19408,21.042639,15.892813880000773
52.195015,21.041651,15.115461264686726
52.196743,21.039843,13.895386053340726
52.246876,21.010656,15.163300187680969
52.257317,20.996481,14.742018648900606
52.269489,20.983301,15.914680728106891
52.270351,20.979382,16.27149560096987
52.271038,20.976353,15.86020842686949
52.271671,20.97337,14.732688512543788
52.272034,20.971907,16.749798438494622
52.272587,20.96899,16.878656154011118
52.273087,20.967611,16.299607191835268
52.27393,20.965736,16.317101763440224
52.275608,20.961199,14.574509535963514
52.276653,20.950613,14.20069328403761
52.276791,20.949305,14.615165455049546
52.277771,20.940577,14.90192118126605
52.279011,20.931353,15.200115319799483
52.279716,20.929304,16.0523445859671
52.267609,21.03392,16.809604601589974
52.267452,21.036295,20.3450771030125
52.258759,21.043741,14.572065308315945
52.257839,21.041662,21.05228161060938
52.256172,21.03787,16.01388963802626
52.247646,21.045435,15.832396027546528
52.247269,21.052711,16.80455975960105
52.247208,21.054119,14.236702061029304
52.246887,21.058447,20.093679918389242
52.246555,21.063101,14.024209053380293
52.246128,21.070002,17.350835340912976
52.23106,21.08918,16.009339209898666
52.23085,21.087866,17.81445698065482
52.230564,21.085075,19.484997996621335
52.230492,21.084246,15.410876928970517
52.241398,21.080828,15.279448963093023
52.246201,21.070269,15.10349183563331
52.246525,21.065182,17.226118934085545
52.246986,21.059118,14.59590960445418
52.247276,21.054462,18.785893467147293
52.247471,21.051094,15.197646876512627
52.247566,21.049377,17.37135042671514
52.255917,21.038,16.468092720273724
52.25666,21.039715,20.76866391382419
52.257267,21.041069,18.320410694767997
52.258591,21.043901,19.022144052710292
52.264759,21.042068,16.90709720054624
52.265598,21.041105,14.192464601374823
52.19783,20.878288,14.56323193162189
52.189724,20.887369,16.625275162005785
52.189945,20.88917,14.402015155922799
52.195461,20.898365,18.668418368710636
52.198521,20.91877,14.008886569416681
52.198029,20.920977,22.84198011082736
52.196083,20.926489,15.075878645973722
52.199917,20.934505,18.457251284854006
52.200745,20.935793,14.17877459910875
52.203838,20.940287,15.87012720913213
52.20578,20.943218,14.47021666393549
52.208187,20.946686,18.447154333387743
52.20929,20.948326,21.96190309291506
52.210281,20.94982,19.92154760982384
52.2137892,20.9551217,14.541545954865093
52.2156419,20.9589442,21.455369769627385
52.2161626,20.9605689,23.69773457678488
52.2168801,20.962794,23.617256446927822
52.2178264,20.9659629,22.968335015317404
52.219513,20.971125,15.63930498777205
52.218109,20.975544,17.215329979608278
52.2165256,20.9805087,25.45625759810129
52.2239931,20.9881784,14.074710490844227
52.226486,20.996622,17.4924605734205
52.226772,20.997814,17.02678329535495
52.227264,21.000189,20.731791142863024
52.227844,21.003645,14.976971713991045
52.229183,21.009241,21.6705239829005
52.230537,21.015638,15.208793191883538
52.22995,21.025417,17.54281851169627
52.229893,21.027433,24.900827000535582
52.230076,21.02952,19.399772930678576
52.2216209,21.0400062,14.651054037007183
52.221677,21.038717,14.339147356915769
52.2299679,21.0265979,15.708213575680764
52.2299497,21.0247762,16.86978385260156
52.091808,21.125101,24.457765849351226
52.092739,21.12793,22.062911989050175
52.093361,21.129858,22.51124458977628
52.093844,21.1313637,21.963869626083266
52.094953,21.1360512,19.11621650929241
52.099072,21.131929,17.460548352656666
52.099751,21.130196,15.909572416688563
52.100574,21.128042,14.97228504866076
52.1292309,21.1038985,16.441203671014726
52.162395,21.084986,15.068017682643072
52.162994,21.084692,14.82920443194603
52.166855,21.081381,15.454139591273767
52.167316,21.079359,20.95002382939081
52.168304,21.075058,19.614991033932952
52.168747,21.072973,15.742331613440257
52.169292,21.070601,16.902778895265836
52.1703019,21.0654012,16.447009451875157
52.171215,21.06283,25.26609462235932
52.171932,21.058708,15.027253535575522
52.174171,21.048985,19.164831281054326
52.176041,21.041071,17.98157767906461
52.177174,21.034399,17.013634147745414
52.177471,21.032774,22.94514489323126
52.178112,21.02956,18.881070152478085
52.178452,21.027742,17.126554623230803
52.1790896,21.0242606,18.127152161648407
52.177521,21.031593,16.771601249043997
52.177216,21.033199,18.164843873409467
52.176788,21.037115,22.029978758254586
52.176254,21.039322,16.821225721571736
52.175816,21.041025,16.28300106932922
52.174896,21.044891,14.492182471624167
52.174282,21.047533,18.03921546101063
52.173889,21.049292,20.02791196005735
52.172913,21.053688,18.85896395284905
52.171646,21.059267,18.049487064103005
52.169469,21.0694769,15.16726459704638
52.1686252,21.0726116,17.963429636763045
52.1682071,21.0744152,18.70277520343706
52.1677706,21.0762245,17.2347948382718
52.1674222,21.0780121,15.763904693075624
52.1668812,21.0804272,22.91805852758611
52.165916,21.083719,23.36689556181613
52.161045,21.08563,17.101826242484922
52.159325,21.086985,14.794023756175871
52.155201,21.090092,14.679868844015248
52.153706,21.090866,18.70681685446101
52.152363,21.091169,15.29851637044737
52.151115,21.091524,14.417917417050694
52.207401,21.191553,14.473809245286477
52.207062,21.188078,14.67754254537733
52.206947,21.186714,19.013177728759263
52.206932,21.182848,17.183726142497086
52.210728,21.167864,15.592696429517654
52.216938,21.164606,14.982863612663262
52.226196,21.155724,19.43273390360157
52.226349,21.151146,20.565476023298697
52.226494,21.146561,20.389596502258517
52.227154,21.143463,21.99844947629756
52.227726,21.14217,17.456601785671467
52.228252,21.141077,16.848318077274644
52.230141,21.136808,22.29994511694522
52.231182,21.134335,18.63462697545156
52.233154,21.123718,15.990195509690299
52.232773,21.120573,22.001718347495878
52.232731,21.119169,19.51028381798862
52.235195,21.114002,14.369367127412158
52.2405324,21.0143357,15.87824444202235
52.2290582,21.0076932,17.358032623528338
52.2289394,21.0069357,14.200380616026697
52.2269279,20.9974957,16.150102907244875
52.2262947,20.9944891,15.901553925809528
52.2257632,20.9922109,17.675333319297646
52.2218547,20.9897081,14.389789780458276
